class,confidence,lat,lon,mission_type,risk_level,source
smoke,0.72,18.35962,104.08274,SURVEY,HIGH,firms_modis
smoke,0.39,18.37096,104.0923,SURVEY,MEDIUM,firms_modis
smoke,0.89,18.41859,103.7375,SURVEY,CRITICAL,firms_modis
smoke,0.49,18.41678,103.7258,SURVEY,MEDIUM,firms_modis
smoke,0.65,18.66053,103.97954,SURVEY,HIGH,firms_modis
smoke,0.65,18.65891,103.96902,SURVEY,HIGH,firms_modis
smoke,0.82,18.70216,104.03455,SURVEY,CRITICAL,firms_modis
smoke,0.62,18.58012,102.99958,SURVEY,HIGH,firms_modis
smoke,0.87,18.57812,102.98703,SURVEY,CRITICAL,firms_modis
smoke,0.65,18.49228,102.31506,SURVEY,HIGH,firms_modis
fire,0.92,18.45529,102.01611,SURVEY,CRITICAL,firms_modis
fire,0.84,18.45556,102.00944,SURVEY,CRITICAL,firms_modis
fire,1.0,18.7806,103.8168,SURVEY,CRITICAL,firms_modis
smoke,0.87,18.80801,103.80061,SURVEY,CRITICAL,firms_modis
fire,1.0,18.80629,103.78944,SURVEY,CRITICAL,firms_modis
smoke,0.63,18.80459,103.77838,SURVEY,HIGH,firms_modis
smoke,0.85,18.81768,103.79859,SURVEY,CRITICAL,firms_modis
fire,1.0,18.81593,103.7872,SURVEY,CRITICAL,firms_modis
smoke,0.56,18.57562,102.10534,SURVEY,MEDIUM,firms_modis
fire,1.0,18.58658,102.10342,SURVEY,CRITICAL,firms_modis
smoke,0.45,18.58418,102.08901,SURVEY,MEDIUM,firms_modis
smoke,0.64,18.69125,101.69364,SURVEY,HIGH,firms_modis
smoke,0.45,18.84408,102.13477,SURVEY,MEDIUM,firms_modis
smoke,0.61,18.8593,102.14095,SURVEY,HIGH,firms_modis
smoke,0.24,44.65639,44.06866,SURVEY,MEDIUM,firms_modis
fire,0.58,-2.37055,105.09312,SURVEY,MEDIUM,firms_modis
fire,0.62,44.34948,42.17879,SURVEY,HIGH,firms_modis
smoke,0.33,44.3425,42.15009,SURVEY,MEDIUM,firms_modis
smoke,0.35,44.51586,42.53071,SURVEY,MEDIUM,firms_modis
smoke,0.72,45.76772,48.13197,SURVEY,HIGH,firms_modis
smoke,0.52,45.76514,48.11774,SURVEY,MEDIUM,firms_modis
fire,0.86,45.77691,48.12854,SURVEY,CRITICAL,firms_modis
fire,0.88,45.77433,48.11432,SURVEY,CRITICAL,firms_modis
smoke,0.51,45.70202,47.33898,SURVEY,MEDIUM,firms_modis
fire,0.81,45.69918,47.32372,SURVEY,CRITICAL,firms_modis
fire,0.77,45.70311,47.33323,SURVEY,HIGH,firms_modis
smoke,0.3,45.70022,47.31801,SURVEY,MEDIUM,firms_modis
smoke,0.61,45.73639,47.40178,SURVEY,HIGH,firms_modis
smoke,0.74,45.73354,47.38664,SURVEY,HIGH,firms_modis
fire,0.91,46.00908,48.21124,SURVEY,CRITICAL,firms_modis
smoke,0.58,46.00657,48.19715,SURVEY,MEDIUM,firms_modis
smoke,0.68,46.02819,48.26406,SURVEY,HIGH,firms_modis
fire,0.89,46.0257,48.25003,SURVEY,CRITICAL,firms_modis
smoke,0.37,45.92797,47.36412,SURVEY,MEDIUM,firms_modis
smoke,0.65,46.12648,48.23701,SURVEY,HIGH,firms_modis
smoke,0.71,46.27751,48.1385,SURVEY,HIGH,firms_modis
smoke,0.77,46.41109,48.85017,SURVEY,HIGH,firms_modis
smoke,0.74,46.36087,48.13034,SURVEY,HIGH,firms_modis
smoke,0.75,46.35836,48.11626,SURVEY,HIGH,firms_modis
fire,0.73,45.15839,42.17776,SURVEY,HIGH,firms_modis
smoke,0.41,47.05826,52.12508,SURVEY,MEDIUM,firms_modis
smoke,0.45,47.05648,52.11221,SURVEY,MEDIUM,firms_modis
fire,0.64,45.16867,42.16875,SURVEY,HIGH,firms_modis
smoke,0.69,47.08107,52.15852,SURVEY,HIGH,firms_modis
smoke,0.46,47.07929,52.14562,SURVEY,MEDIUM,firms_modis
smoke,0.44,47.07215,52.09408,SURVEY,MEDIUM,firms_modis
smoke,0.5,48.32842,57.42559,SURVEY,MEDIUM,firms_modis
smoke,0.45,45.64981,41.09471,SURVEY,MEDIUM,firms_modis
fire,0.75,45.64217,41.0639,SURVEY,HIGH,firms_modis
fire,0.35,45.65649,41.08677,SURVEY,MEDIUM,firms_modis
fire,0.75,45.64865,41.0559,SURVEY,HIGH,firms_modis
smoke,0.62,47.10978,47.37141,SURVEY,HIGH,firms_modis
fire,0.61,45.52459,40.03919,SURVEY,HIGH,firms_modis
fire,0.6,45.52672,40.03088,SURVEY,HIGH,firms_modis
smoke,0.54,47.28337,47.29016,SURVEY,MEDIUM,firms_modis
fire,0.62,45.16891,37.69736,SURVEY,HIGH,firms_modis
fire,0.63,45.15928,37.69939,SURVEY,HIGH,firms_modis
smoke,0.54,47.4516,47.17883,SURVEY,MEDIUM,firms_modis
smoke,0.76,47.44889,47.16393,SURVEY,HIGH,firms_modis
smoke,0.79,48.5311,52.40336,SURVEY,HIGH,firms_modis
fire,0.98,48.5293,52.38968,SURVEY,CRITICAL,firms_modis
smoke,0.24,48.71944,53.00823,SURVEY,MEDIUM,firms_modis
smoke,0.77,48.73028,53.01988,SURVEY,HIGH,firms_modis
fire,0.88,48.72848,53.00562,SURVEY,CRITICAL,firms_modis
smoke,0.59,48.70863,52.8497,SURVEY,MEDIUM,firms_modis
smoke,0.73,48.70322,52.80744,SURVEY,HIGH,firms_modis
smoke,0.6,48.70142,52.79338,SURVEY,HIGH,firms_modis
smoke,0.65,47.74951,46.66835,SURVEY,HIGH,firms_modis
smoke,0.63,47.75885,46.66446,SURVEY,HIGH,firms_modis
active fire,0.92,47.88966,40.7317,SURVEY,CRITICAL,firms_modis
fire,0.76,0.215,102.27208,SURVEY,HIGH,firms_modis
fire,0.6,0.23148,102.29426,SURVEY,HIGH,firms_modis
fire,0.84,0.22729,102.26486,SURVEY,CRITICAL,firms_modis
smoke,0.7,38.57541,100.72101,SURVEY,HIGH,firms_modis
smoke,0.64,38.61366,100.54011,SURVEY,HIGH,firms_modis
smoke,0.64,38.67477,100.88911,SURVEY,HIGH,firms_modis
smoke,0.74,-33.69305,116.05598,SURVEY,HIGH,firms_modis
smoke,0.44,-33.69445,116.04404,SURVEY,MEDIUM,firms_modis
smoke,0.78,-33.43644,117.03841,SURVEY,HIGH,firms_modis
smoke,0.49,-33.42597,117.04775,SURVEY,MEDIUM,firms_modis
smoke,0.33,-32.8266,116.6357,SURVEY,MEDIUM,firms_modis
smoke,0.93,-32.828,116.62454,SURVEY,CRITICAL,firms_modis
smoke,0.34,-32.82939,116.61339,SURVEY,MEDIUM,firms_modis
smoke,0.18,-32.08849,118.252,SURVEY,MEDIUM,firms_modis
smoke,0.86,-30.03393,116.93367,SURVEY,CRITICAL,firms_modis
smoke,0.68,42.86177,74.97949,SURVEY,HIGH,firms_modis
smoke,0.65,42.85965,74.96687,SURVEY,HIGH,firms_modis
smoke,0.25,42.85067,74.6943,SURVEY,MEDIUM,firms_modis
smoke,0.8,42.87741,74.73956,SURVEY,CRITICAL,firms_modis
smoke,0.64,42.89973,74.75937,SURVEY,HIGH,firms_modis
smoke,0.7,43.65342,79.6226,SURVEY,HIGH,firms_modis
smoke,0.71,43.82145,80.92216,SURVEY,HIGH,firms_modis
smoke,0.71,42.95603,74.54528,SURVEY,HIGH,firms_modis
smoke,0.68,42.95379,74.53229,SURVEY,HIGH,firms_modis
active fire,1.0,42.9831,74.53643,SURVEY,CRITICAL,firms_modis
fire,0.83,42.98087,74.52343,SURVEY,CRITICAL,firms_modis
smoke,0.49,43.365,76.77979,SURVEY,MEDIUM,firms_modis
smoke,0.46,42.89301,73.92649,SURVEY,MEDIUM,firms_modis
smoke,0.67,42.97367,74.32523,SURVEY,HIGH,firms_modis
smoke,0.78,43.58541,78.18818,SURVEY,HIGH,firms_modis
smoke,0.64,43.58078,78.08842,SURVEY,HIGH,firms_modis
smoke,0.79,43.57911,78.07625,SURVEY,HIGH,firms_modis
smoke,0.6,43.3748,76.66537,SURVEY,HIGH,firms_modis
smoke,0.79,43.373,76.65347,SURVEY,HIGH,firms_modis
smoke,0.67,43.75714,79.35474,SURVEY,HIGH,firms_modis
smoke,0.69,43.75549,79.34167,SURVEY,HIGH,firms_modis
smoke,0.49,43.52023,77.52925,SURVEY,MEDIUM,firms_modis
smoke,0.59,43.45433,77.07635,SURVEY,MEDIUM,firms_modis
smoke,0.5,43.44202,76.99314,SURVEY,MEDIUM,firms_modis
smoke,0.69,43.00078,74.26028,SURVEY,HIGH,firms_modis
smoke,0.65,43.05754,74.53275,SURVEY,HIGH,firms_modis
smoke,0.28,43.06655,74.52979,SURVEY,MEDIUM,firms_modis
smoke,0.5,43.68166,78.4943,SURVEY,MEDIUM,firms_modis
smoke,0.7,43.42528,76.70043,SURVEY,HIGH,firms_modis
smoke,0.52,43.42348,76.68854,SURVEY,MEDIUM,firms_modis
smoke,0.63,43.69217,78.50445,SURVEY,HIGH,firms_modis
fire,0.91,43.69049,78.49203,SURVEY,CRITICAL,firms_modis
smoke,0.64,43.53773,77.40021,SURVEY,HIGH,firms_modis
smoke,0.54,42.97121,73.871,SURVEY,MEDIUM,firms_modis
smoke,0.73,43.84365,79.46394,SURVEY,HIGH,firms_modis
smoke,0.63,43.84201,79.45072,SURVEY,HIGH,firms_modis
smoke,0.73,43.55801,77.21539,SURVEY,HIGH,firms_modis
smoke,0.77,43.55626,77.20346,SURVEY,HIGH,firms_modis
smoke,0.53,43.04591,74.04199,SURVEY,MEDIUM,firms_modis
smoke,0.76,43.56667,77.21297,SURVEY,HIGH,firms_modis
smoke,0.64,43.02639,73.65676,SURVEY,HIGH,firms_modis
smoke,0.37,43.62424,77.21481,SURVEY,MEDIUM,firms_modis
smoke,0.62,43.64157,77.20995,SURVEY,HIGH,firms_modis
smoke,0.75,44.14093,80.08155,SURVEY,HIGH,firms_modis
smoke,0.73,44.13926,80.06753,SURVEY,HIGH,firms_modis
fire,0.78,43.13847,71.65111,SURVEY,HIGH,firms_modis
smoke,0.61,43.72537,73.89806,SURVEY,HIGH,firms_modis
smoke,0.62,44.01821,73.54157,SURVEY,HIGH,firms_modis
smoke,0.77,44.01575,73.52776,SURVEY,HIGH,firms_modis
smoke,0.56,44.26285,73.08781,SURVEY,MEDIUM,firms_modis
smoke,0.49,44.85923,76.21153,SURVEY,MEDIUM,firms_modis
fire,0.59,43.6162,67.29945,SURVEY,MEDIUM,firms_modis
fire,0.99,45.35856,75.10762,SURVEY,CRITICAL,firms_modis
smoke,0.71,45.35656,75.09512,SURVEY,HIGH,firms_modis
fire,0.9,45.37868,74.88969,SURVEY,CRITICAL,firms_modis
fire,0.56,45.37665,74.87708,SURVEY,MEDIUM,firms_modis
fire,0.42,45.40021,74.90364,SURVEY,MEDIUM,firms_modis
smoke,0.36,45.47242,74.71326,SURVEY,MEDIUM,firms_modis
smoke,0.47,45.73846,74.91914,SURVEY,MEDIUM,firms_modis
smoke,0.75,45.73644,74.90653,SURVEY,HIGH,firms_modis
fire,0.66,44.17743,66.96498,SURVEY,HIGH,firms_modis
smoke,0.48,44.79195,69.52234,SURVEY,MEDIUM,firms_modis
smoke,0.25,44.20848,66.62352,SURVEY,MEDIUM,firms_modis
smoke,0.45,44.20125,66.59354,SURVEY,MEDIUM,firms_modis
fire,0.61,44.21603,66.61284,SURVEY,HIGH,firms_modis
fire,0.77,44.28635,66.84166,SURVEY,HIGH,firms_modis
smoke,0.22,44.28496,66.77747,SURVEY,MEDIUM,firms_modis
fire,0.78,44.38911,66.75514,SURVEY,HIGH,firms_modis
fire,0.7,44.28463,66.26781,SURVEY,HIGH,firms_modis
fire,0.75,44.39768,66.74387,SURVEY,HIGH,firms_modis
fire,0.66,44.27768,66.26402,SURVEY,HIGH,firms_modis
fire,0.7,44.85581,68.40025,SURVEY,HIGH,firms_modis
active fire,0.92,44.85057,68.37695,SURVEY,CRITICAL,firms_modis
active fire,0.88,44.55436,66.92459,SURVEY,CRITICAL,firms_modis
active fire,0.91,44.54758,66.8961,SURVEY,CRITICAL,firms_modis
smoke,0.62,44.44941,66.48759,SURVEY,HIGH,firms_modis
fire,0.79,44.54417,66.89347,SURVEY,HIGH,firms_modis
fire,0.68,44.44369,66.48623,SURVEY,HIGH,firms_modis
fire,0.84,44.56362,66.91573,SURVEY,CRITICAL,firms_modis
fire,0.76,44.55673,66.88744,SURVEY,HIGH,firms_modis
fire,0.73,44.5117,66.35152,SURVEY,HIGH,firms_modis
smoke,0.66,46.8895,79.53696,SURVEY,HIGH,firms_modis
fire,0.87,46.88778,79.5218,SURVEY,CRITICAL,firms_modis
fire,0.75,44.52628,66.37112,SURVEY,HIGH,firms_modis
fire,0.53,44.51875,66.34087,SURVEY,MEDIUM,firms_modis
smoke,0.33,46.89552,79.50433,SURVEY,MEDIUM,firms_modis
fire,0.84,44.72953,66.79679,SURVEY,CRITICAL,firms_modis
fire,0.63,44.72275,66.76826,SURVEY,HIGH,firms_modis
active fire,0.9,44.72604,66.7939,SURVEY,CRITICAL,firms_modis
smoke,0.43,44.78882,66.76342,SURVEY,MEDIUM,firms_modis
fire,0.92,47.05278,79.56966,SURVEY,CRITICAL,firms_modis
active fire,0.99,47.05101,79.55436,SURVEY,CRITICAL,firms_modis
fire,0.96,47.05655,79.56181,SURVEY,CRITICAL,firms_modis
fire,0.92,47.05482,79.54649,SURVEY,CRITICAL,firms_modis
fire,0.5,44.78577,66.75768,SURVEY,MEDIUM,firms_modis
fire,0.79,47.06605,79.55946,SURVEY,HIGH,firms_modis
fire,0.8,47.06432,79.54414,SURVEY,CRITICAL,firms_modis
fire,0.68,45.16733,67.14491,SURVEY,HIGH,firms_modis
smoke,0.48,45.16106,67.11817,SURVEY,MEDIUM,firms_modis
fire,0.59,44.91384,65.58405,SURVEY,MEDIUM,firms_modis
fire,0.78,44.9184,65.57438,SURVEY,HIGH,firms_modis
fire,0.31,44.92338,65.53491,SURVEY,MEDIUM,firms_modis
fire,0.19,44.93667,65.52809,SURVEY,MEDIUM,firms_modis
smoke,0.55,44.9816,65.46776,SURVEY,MEDIUM,firms_modis
smoke,0.55,44.98558,65.4618,SURVEY,MEDIUM,firms_modis
fire,0.64,44.96979,65.28159,SURVEY,HIGH,firms_modis
fire,0.81,44.96114,65.24781,SURVEY,CRITICAL,firms_modis
fire,0.58,44.93961,65.10407,SURVEY,MEDIUM,firms_modis
smoke,0.54,44.95108,65.12968,SURVEY,MEDIUM,firms_modis
fire,0.69,44.95966,64.68443,SURVEY,HIGH,firms_modis
smoke,0.55,45.12069,64.99762,SURVEY,MEDIUM,firms_modis
fire,0.67,44.98134,64.45995,SURVEY,HIGH,firms_modis
fire,0.67,44.97157,64.4227,SURVEY,HIGH,firms_modis
fire,0.72,44.98111,64.45299,SURVEY,HIGH,firms_modis
fire,0.81,45.11362,64.71453,SURVEY,CRITICAL,firms_modis
active fire,0.85,45.10426,64.6787,SURVEY,CRITICAL,firms_modis
fire,0.72,44.90728,63.87583,SURVEY,HIGH,firms_modis
fire,0.57,44.89647,63.83575,SURVEY,MEDIUM,firms_modis
fire,0.76,44.90367,63.87304,SURVEY,HIGH,firms_modis
fire,0.59,45.05183,63.87607,SURVEY,MEDIUM,firms_modis
smoke,0.41,45.13948,64.14033,SURVEY,MEDIUM,firms_modis
fire,0.53,45.12922,64.10205,SURVEY,MEDIUM,firms_modis
active fire,0.82,45.23281,64.12901,SURVEY,CRITICAL,firms_modis
fire,0.8,45.2469,64.12132,SURVEY,CRITICAL,firms_modis
fire,0.3,45.37206,61.85948,SURVEY,MEDIUM,firms_modis
fire,0.62,45.39082,61.903,SURVEY,HIGH,firms_modis
fire,0.48,45.556,61.73523,SURVEY,MEDIUM,firms_modis
fire,0.42,45.5601,61.72395,SURVEY,MEDIUM,firms_modis
smoke,0.11,8.42966,-80.11669,SURVEY,MEDIUM,firms_modis
active fire,0.88,6.41817,-69.90349,SURVEY,CRITICAL,firms_modis
active fire,0.75,6.43264,-69.90769,SURVEY,CRITICAL,firms_modis
active fire,0.77,6.41556,-69.91051,SURVEY,CRITICAL,firms_modis
large wildfire,0.97,6.19443,-69.8704,SURVEY,CRITICAL,firms_modis
large wildfire,0.93,6.19265,-69.8774,SURVEY,CRITICAL,firms_modis
fire,0.39,5.14728,-71.74971,SURVEY,MEDIUM,firms_modis
smoke,0.3,4.64393,-72.52618,SURVEY,MEDIUM,firms_modis
fire,0.5,4.64209,-72.53333,SURVEY,MEDIUM,firms_modis
smoke,0.66,3.71938,-75.47993,SURVEY,HIGH,firms_modis
smoke,0.68,3.6818,-76.30827,SURVEY,HIGH,firms_modis
smoke,0.67,3.41716,-76.23796,SURVEY,HIGH,firms_modis
smoke,0.5,3.0033,-76.48324,SURVEY,MEDIUM,firms_modis
smoke,0.68,2.38776,-75.8922,SURVEY,HIGH,firms_modis
smoke,0.62,2.11088,-76.98166,SURVEY,HIGH,firms_modis
smoke,0.55,1.28279,-78.8304,SURVEY,MEDIUM,firms_modis
smoke,0.66,0.66478,-76.86968,SURVEY,HIGH,firms_modis
fire,0.77,-0.08382,-77.66292,SURVEY,HIGH,firms_modis
fire,0.85,-0.08601,-77.64754,SURVEY,CRITICAL,firms_modis
smoke,0.33,-0.28624,-79.20196,SURVEY,MEDIUM,firms_modis
smoke,0.31,-0.27779,-79.46277,SURVEY,MEDIUM,firms_modis
smoke,0.35,-0.69536,-80.09361,SURVEY,MEDIUM,firms_modis
smoke,0.36,-1.4882,-78.00312,SURVEY,MEDIUM,firms_modis
smoke,0.51,-2.3108,-78.1208,SURVEY,MEDIUM,firms_modis
smoke,0.57,-3.40379,-78.57844,SURVEY,MEDIUM,firms_modis
smoke,0.72,-3.24066,-79.82934,SURVEY,HIGH,firms_modis
smoke,0.0,35.01713,-76.47461,SURVEY,MEDIUM,firms_modis
fire,0.56,34.98575,-76.45426,SURVEY,MEDIUM,firms_modis
fire,0.78,32.36813,-81.45442,SURVEY,HIGH,firms_modis
fire,0.73,32.36627,-81.43175,SURVEY,HIGH,firms_modis
fire,0.83,32.36538,-81.43897,SURVEY,CRITICAL,firms_modis
fire,0.76,31.92964,-82.71932,SURVEY,HIGH,firms_modis
fire,0.67,31.87258,-82.69733,SURVEY,HIGH,firms_modis
fire,0.7,31.8705,-82.67025,SURVEY,HIGH,firms_modis
active fire,1.0,26.80798,-81.09236,SURVEY,CRITICAL,firms_modis
smoke,0.73,26.54627,-80.65686,SURVEY,HIGH,firms_modis
smoke,0.51,26.54448,-80.66336,SURVEY,MEDIUM,firms_modis
smoke,0.46,18.76708,-70.80458,SURVEY,MEDIUM,firms_modis
fire,0.81,33.42364,-110.85136,SURVEY,CRITICAL,firms_modis
smoke,0.74,-20.36069,44.30935,SURVEY,HIGH,firms_modis
smoke,0.11,-2.87637,39.9401,SURVEY,MEDIUM,firms_modis
fire,0.67,-15.43946,47.70575,SURVEY,HIGH,firms_modis
smoke,0.81,-6.44685,37.65816,SURVEY,CRITICAL,firms_modis
fire,0.85,-2.59882,40.25166,SURVEY,CRITICAL,firms_modis
fire,0.48,3.18487,29.08644,SURVEY,MEDIUM,firms_modis
fire,0.52,3.56881,27.74036,SURVEY,MEDIUM,firms_modis
fire,0.52,4.93205,32.48098,SURVEY,MEDIUM,firms_modis
fire,0.59,6.25355,31.34687,SURVEY,MEDIUM,firms_modis
fire,0.49,6.7581,30.9482,SURVEY,MEDIUM,firms_modis
active fire,0.86,6.99902,30.16263,SURVEY,CRITICAL,firms_modis
fire,0.85,7.64257,34.12404,SURVEY,CRITICAL,firms_modis
active fire,0.85,6.99425,30.15645,SURVEY,CRITICAL,firms_modis
fire,0.78,7.54878,33.12795,SURVEY,HIGH,firms_modis
smoke,0.59,7.98726,34.24165,SURVEY,MEDIUM,firms_modis
fire,0.83,7.9302,33.53777,SURVEY,CRITICAL,firms_modis
fire,0.33,7.07375,28.00748,SURVEY,MEDIUM,firms_modis
smoke,0.38,8.17162,33.95853,SURVEY,MEDIUM,firms_modis
fire,0.81,8.16987,33.94741,SURVEY,CRITICAL,firms_modis
smoke,0.17,8.16459,33.91395,SURVEY,MEDIUM,firms_modis
smoke,0.32,8.04206,33.07816,SURVEY,MEDIUM,firms_modis
smoke,0.55,8.21751,33.99663,SURVEY,MEDIUM,firms_modis
fire,0.85,8.2158,33.98558,SURVEY,CRITICAL,firms_modis
fire,0.79,7.30978,28.31755,SURVEY,HIGH,firms_modis
fire,0.78,8.10789,33.15845,SURVEY,HIGH,firms_modis
active fire,0.99,8.10593,33.14586,SURVEY,CRITICAL,firms_modis
active fire,0.81,7.32514,28.31459,SURVEY,CRITICAL,firms_modis
fire,0.8,8.2158,33.79017,SURVEY,CRITICAL,firms_modis
active fire,1.0,8.22658,33.72422,SURVEY,CRITICAL,firms_modis
smoke,0.67,8.22475,33.71273,SURVEY,HIGH,firms_modis
fire,0.69,7.32596,28.34137,SURVEY,HIGH,firms_modis
active fire,0.87,7.32054,28.31048,SURVEY,CRITICAL,firms_modis
fire,0.83,8.23648,33.72264,SURVEY,CRITICAL,firms_modis
smoke,0.45,8.21833,33.0899,SURVEY,MEDIUM,firms_modis
fire,0.84,8.21629,33.07724,SURVEY,CRITICAL,firms_modis
smoke,0.38,8.35133,32.94483,SURVEY,MEDIUM,firms_modis
fire,0.91,8.34118,32.87994,SURVEY,CRITICAL,firms_modis
fire,0.91,8.50225,33.70854,SURVEY,CRITICAL,firms_modis
smoke,0.56,8.50044,33.69713,SURVEY,MEDIUM,firms_modis
smoke,0.6,8.51212,33.70695,SURVEY,HIGH,firms_modis
fire,0.72,8.42153,33.07076,SURVEY,HIGH,firms_modis
fire,0.96,8.5217,33.30796,SURVEY,CRITICAL,firms_modis
fire,0.88,8.51983,33.29583,SURVEY,CRITICAL,firms_modis
smoke,0.24,8.48747,33.08586,SURVEY,MEDIUM,firms_modis
fire,0.61,8.52738,33.28907,SURVEY,HIGH,firms_modis
fire,0.62,8.52153,33.25257,SURVEY,HIGH,firms_modis
fire,0.65,8.51958,33.24036,SURVEY,HIGH,firms_modis
fire,0.89,8.49572,33.09188,SURVEY,CRITICAL,firms_modis
smoke,0.25,8.51634,33.08855,SURVEY,MEDIUM,firms_modis
smoke,0.65,8.74609,34.36556,SURVEY,HIGH,firms_modis
fire,0.85,8.61424,33.31224,SURVEY,CRITICAL,firms_modis
smoke,0.25,8.63494,33.31475,SURVEY,MEDIUM,firms_modis
smoke,0.4,8.80298,33.40448,SURVEY,MEDIUM,firms_modis
fire,0.26,8.69467,32.66982,SURVEY,MEDIUM,firms_modis
fire,0.75,9.23334,36.04931,SURVEY,HIGH,firms_modis
fire,0.95,9.25217,36.05521,SURVEY,CRITICAL,firms_modis
fire,0.86,9.24954,36.03756,SURVEY,CRITICAL,firms_modis
smoke,0.66,9.24821,36.0287,SURVEY,HIGH,firms_modis
smoke,0.53,9.25963,36.04502,SURVEY,MEDIUM,firms_modis
fire,0.94,9.2583,36.03614,SURVEY,CRITICAL,firms_modis
fire,0.59,9.25698,36.02728,SURVEY,MEDIUM,firms_modis
fire,0.91,9.26708,36.03479,SURVEY,CRITICAL,firms_modis
smoke,0.53,9.06758,33.98648,SURVEY,MEDIUM,firms_modis
fire,0.43,9.00648,33.19311,SURVEY,MEDIUM,firms_modis
smoke,0.43,9.03123,33.15165,SURVEY,MEDIUM,firms_modis
smoke,0.53,9.05457,33.23485,SURVEY,MEDIUM,firms_modis
fire,0.76,9.03951,33.13777,SURVEY,HIGH,firms_modis
smoke,0.1,9.1062,32.31204,SURVEY,MEDIUM,firms_modis
fire,0.38,8.77856,30.1834,SURVEY,MEDIUM,firms_modis
active fire,0.98,8.80441,30.17895,SURVEY,CRITICAL,firms_modis
smoke,0.46,9.3002,29.99325,SURVEY,MEDIUM,firms_modis
smoke,0.68,10.18756,34.89862,SURVEY,HIGH,firms_modis
fire,0.84,10.18611,34.88914,SURVEY,CRITICAL,firms_modis
fire,0.7,10.8649,36.27433,SURVEY,HIGH,firms_modis
fire,0.4,10.87492,36.28181,SURVEY,MEDIUM,firms_modis
fire,0.75,10.87362,36.27298,SURVEY,HIGH,firms_modis
smoke,0.75,10.76326,34.97301,SURVEY,HIGH,firms_modis
smoke,0.32,10.76184,34.96368,SURVEY,MEDIUM,firms_modis
smoke,0.57,11.23182,36.0124,SURVEY,MEDIUM,firms_modis
fire,0.75,10.9748,32.83611,SURVEY,HIGH,firms_modis
fire,0.9,10.97287,32.8241,SURVEY,CRITICAL,firms_modis
smoke,0.73,11.55149,33.89547,SURVEY,HIGH,firms_modis
fire,0.86,11.56555,33.92469,SURVEY,CRITICAL,firms_modis
smoke,0.79,11.56398,33.91445,SURVEY,HIGH,firms_modis
fire,0.65,12.65536,29.23829,SURVEY,HIGH,firms_modis
fire,0.77,12.65701,29.25448,SURVEY,HIGH,firms_modis
smoke,0.49,51.0556,28.43011,SURVEY,MEDIUM,firms_modis
smoke,0.73,-24.93966,45.49393,SURVEY,HIGH,firms_modis
smoke,0.18,-23.42273,46.71141,SURVEY,MEDIUM,firms_modis
smoke,0.65,-21.51567,46.41781,SURVEY,HIGH,firms_modis
smoke,0.74,-21.51743,46.4071,SURVEY,HIGH,firms_modis
smoke,0.72,-21.26004,46.46815,SURVEY,HIGH,firms_modis
smoke,0.68,27.95841,82.33471,SURVEY,HIGH,firms_modis
smoke,0.86,27.9571,82.3238,SURVEY,CRITICAL,firms_modis
smoke,0.83,27.93702,81.92938,SURVEY,CRITICAL,firms_modis
smoke,0.58,27.94478,81.9171,SURVEY,MEDIUM,firms_modis
smoke,0.37,28.17498,80.35542,SURVEY,MEDIUM,firms_modis
smoke,0.29,28.29723,80.37885,SURVEY,MEDIUM,firms_modis
smoke,0.62,28.31615,80.3857,SURVEY,HIGH,firms_modis
smoke,0.56,28.54914,81.90364,SURVEY,MEDIUM,firms_modis
smoke,0.36,28.51587,80.63526,SURVEY,MEDIUM,firms_modis
active fire,0.99,38.0547,67.26076,SURVEY,CRITICAL,firms_modis
smoke,0.53,45.35604,74.90855,SURVEY,MEDIUM,firms_modis
smoke,0.72,14.42286,79.20703,SURVEY,HIGH,firms_modis
smoke,0.75,45.35431,74.89618,SURVEY,HIGH,firms_modis
fire,0.36,45.36302,74.89368,SURVEY,MEDIUM,firms_modis
fire,0.0,45.36129,74.88132,SURVEY,MEDIUM,firms_modis
smoke,0.91,45.39434,74.92329,SURVEY,CRITICAL,firms_modis
smoke,0.51,45.38741,74.87381,SURVEY,MEDIUM,firms_modis
smoke,0.62,45.35421,74.6388,SURVEY,HIGH,firms_modis
smoke,0.44,45.41988,74.89748,SURVEY,MEDIUM,firms_modis
fire,0.99,45.61547,74.7773,SURVEY,CRITICAL,firms_modis
fire,0.72,44.30692,66.77922,SURVEY,HIGH,firms_modis
fire,1.0,15.11227,78.75831,SURVEY,CRITICAL,firms_modis
smoke,0.59,15.11012,78.74487,SURVEY,MEDIUM,firms_modis
smoke,0.61,18.11674,81.00415,SURVEY,HIGH,firms_modis
smoke,0.54,17.99222,80.1684,SURVEY,MEDIUM,firms_modis
smoke,0.55,18.02466,80.13078,SURVEY,MEDIUM,firms_modis
smoke,0.43,18.03395,80.12912,SURVEY,MEDIUM,firms_modis
fire,1.0,18.62614,80.57475,SURVEY,CRITICAL,firms_modis
smoke,0.64,19.21769,80.64111,SURVEY,HIGH,firms_modis
fire,0.96,19.21939,78.75079,SURVEY,CRITICAL,firms_modis
smoke,0.68,19.21752,78.73879,SURVEY,HIGH,firms_modis
smoke,0.95,19.22928,78.74906,SURVEY,CRITICAL,firms_modis
smoke,0.61,19.25899,78.73732,SURVEY,HIGH,firms_modis
smoke,0.46,19.25167,78.62717,SURVEY,MEDIUM,firms_modis
